Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-09-16 06:00:00.000 +0200,Foggy,rain,14.90555556,14.90555556,1,7.5992,169,1.61,0,1016.51,Partly cloudy starting in the afternoon.
2016-09-16 07:00:00.000 +0200,Clear,rain,15.97222222,15.97222222,0.93,4.6368,178,4.0733,0,1016.5,Partly cloudy starting in the afternoon.
2016-09-16 08:00:00.000 +0200,Clear,rain,18.7,18.7,0.85,7.2611,163,4.186,0,1016.46,Partly cloudy starting in the afternoon.
2016-09-16 09:00:00.000 +0200,Clear,rain,22.16111111,22.16111111,0.69,7.7441,162,5.1359,0,1016.22,Partly cloudy starting in the afternoon.
2016-09-16 10:00:00.000 +0200,Clear,rain,24.97777778,24.97777778,0.58,9.3219,183,8.372,0,1016.31,Partly cloudy starting in the afternoon.
2016-09-16 11:00:00.000 +0200,Clear,rain,27.06111111,27.31111111,0.47,11.6081,210,9.1931,0,1016.09,Partly cloudy starting in the afternoon.
2016-09-16 12:00:00.000 +0200,Partly Cloudy,rain,28.86666667,28.78333333,0.43,12.3809,192,10.2074,0,1015.98,Partly cloudy starting in the afternoon.
2016-09-16 13:00:00.000 +0200,Partly Cloudy,rain,28.88888889,28.53333333,0.4,14.1519,230,14.2485,0,1015.39,Partly cloudy starting in the afternoon.
2016-09-16 14:00:00.000 +0200,Mostly Cloudy,rain,28.87222222,28.42777778,0.39,12.075,228,14.7637,0,1014.78,Partly cloudy starting in the afternoon.
2016-09-16 15:00:00.000 +0200,Mostly Cloudy,rain,29.92777778,29.15555556,0.36,14.2485,211,15.1823,0,1014.29,Partly cloudy starting in the afternoon.
2016-09-16 16:00:00.000 +0200,Mostly Cloudy,rain,29.90555556,29.06111111,0.35,15.4882,221,15.1823,0,1013.79,Partly cloudy starting in the afternoon.
2016-09-16 17:00:00.000 +0200,Mostly Cloudy,rain,28.83333333,28.22777778,0.37,11.8979,223,14.7637,0,1013.44,Partly cloudy starting in the afternoon.
2016-09-16 18:00:00.000 +0200,Mostly Cloudy,rain,27.77777778,27.71111111,0.44,7.8568,210,12.2521,0,1013,Partly cloudy starting in the afternoon.
2016-09-16 19:00:00.000 +0200,Mostly Cloudy,rain,23.95555556,23.95555556,0.62,4.6207,152,12.2521,0,1012.7,Partly cloudy starting in the afternoon.
2016-09-16 20:00:00.000 +0200,Mostly Cloudy,rain,22.78888889,22.78888889,0.66,8.7745,133,12.2843,0,1012.96,Partly cloudy starting in the afternoon.
2016-09-16 21:00:00.000 +0200,Mostly Cloudy,rain,21.96666667,21.96666667,0.66,4.7495,NaN,12.2521,0,1012.83,Partly cloudy starting in the afternoon.
2016-09-16 22:00:00.000 +0200,Partly Cloudy,rain,19.37777778,19.37777778,0.78,3.22,150,10.2074,0,1012.82,Partly cloudy starting in the afternoon.
2016-09-16 23:00:00.000 +0200,Partly Cloudy,rain,18.43888889,18.43888889,0.81,3.381,186,8.5008,0,1012.97,Partly cloudy starting in the afternoon.
2016-09-17 00:00:00.000 +0200,Partly Cloudy,rain,18.81666667,18.81666667,0.85,6.44,160,7.2128,0,1012.8,Partly cloudy throughout the day.
2016-09-17 01:00:00.000 +0200,Partly Cloudy,rain,18.81666667,18.81666667,0.81,6.2951,139,7.1323,0,1012.21,Partly cloudy throughout the day.
2016-09-17 02:00:00.000 +0200,Partly Cloudy,rain,18.72777778,18.72777778,0.83,9.8854,118,8.3398,0,1011.79,Partly cloudy throughout the day.
2016-09-17 03:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.76,6.1502,130,8.05,0,1010.92,Partly cloudy throughout the day.
2016-09-17 04:00:00.000 +0200,Partly Cloudy,rain,17.71111111,17.71111111,0.79,6.1663,130,8.05,0,1010.71,Partly cloudy throughout the day.
2016-09-17 05:00:00.000 +0200,Mostly Cloudy,rain,17.66666667,17.66666667,0.81,6.2629,137,8.3398,0,1010.53,Partly cloudy throughout the day.
2016-09-17 06:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.79,12.6546,120,9.9015,0,1010.28,Partly cloudy throughout the day.
2016-09-17 07:00:00.000 +0200,Mostly Cloudy,rain,17.85,17.85,0.78,12.397,131,14.7637,0,1010.21,Partly cloudy throughout the day.
2016-09-17 08:00:00.000 +0200,Mostly Cloudy,rain,17.74444444,17.74444444,0.86,10.5777,151,14.7154,0,1010.42,Partly cloudy throughout the day.
2016-09-17 09:00:00.000 +0200,Mostly Cloudy,rain,19.90555556,19.90555556,0.79,10.3201,150,15.6492,0,1009.93,Partly cloudy throughout the day.
2016-09-17 10:00:00.000 +0200,Mostly Cloudy,rain,22.65555556,22.65555556,0.67,8.9033,168,15.6492,0,1009.84,Partly cloudy throughout the day.
2016-09-17 11:00:00.000 +0200,Mostly Cloudy,rain,25.78888889,25.78888889,0.59,6.8747,180,15.2467,0,1009.89,Partly cloudy throughout the day.
2016-09-17 12:00:00.000 +0200,Mostly Cloudy,rain,27.42777778,27.50555556,0.45,9.177,149,15.8263,0,1009.55,Partly cloudy throughout the day.
2016-09-17 13:00:00.000 +0200,Mostly Cloudy,rain,28.47222222,28.06111111,0.4,10.0303,240,15.8263,0,1009.38,Partly cloudy throughout the day.
2016-09-17 14:00:00.000 +0200,Mostly Cloudy,rain,28.33888889,27.93888889,0.4,10.6099,215,15.3111,0,1009.2,Partly cloudy throughout the day.
2016-09-17 15:00:00.000 +0200,Breezy and Mostly Cloudy,rain,27.52222222,27.76666667,0.48,29.4469,260,9.982,0,1008.8,Partly cloudy throughout the day.
2016-09-17 16:00:00.000 +0200,Mostly Cloudy,rain,25.08888889,25.08888889,0.54,19.3361,260,9.982,0,1009.71,Partly cloudy throughout the day.
2016-09-17 17:00:00.000 +0200,Mostly Cloudy,rain,24.10555556,24.10555556,0.59,4.186,205,10.3523,0,1009.92,Partly cloudy throughout the day.
2016-09-17 18:00:00.000 +0200,Partly Cloudy,rain,24.02777778,24.02777778,0.58,7.4543,172,9.982,0,1009.81,Partly cloudy throughout the day.
2016-09-17 19:00:00.000 +0200,Partly Cloudy,rain,22.15,22.15,0.65,2.9141,152,10.2557,0,1010.02,Partly cloudy throughout the day.
2016-09-17 20:00:00.000 +0200,Partly Cloudy,rain,20.12222222,20.12222222,0.73,6.6332,225,15.3111,0,1010.46,Partly cloudy throughout the day.
2016-09-17 21:00:00.000 +0200,Partly Cloudy,rain,18.75,18.75,0.84,11.109,253,15.8263,0,1011.04,Partly cloudy throughout the day.
2016-09-17 22:00:00.000 +0200,Partly Cloudy,rain,18.17777778,18.17777778,0.82,6.1985,261,16.1,0,1011.16,Partly cloudy throughout the day.
2016-09-17 23:00:00.000 +0200,Partly Cloudy,rain,17.72222222,17.72222222,0.85,4.025,322,15.1823,0,1011.79,Partly cloudy throughout the day.
2016-09-18 00:00:00.000 +0200,Partly Cloudy,rain,15.50555556,15.50555556,0.88,3.3488,307,16.1,0,1011.76,Mostly cloudy throughout the day.
2016-09-18 01:00:00.000 +0200,Partly Cloudy,rain,16.47777778,16.47777778,0.88,3.0751,240,16.0517,0,1012.14,Mostly cloudy throughout the day.
2016-09-18 02:00:00.000 +0200,Partly Cloudy,rain,16.56111111,16.56111111,0.86,3.3649,313,14.9569,0,1012.24,Mostly cloudy throughout the day.
2016-09-18 03:00:00.000 +0200,Partly Cloudy,rain,14.83888889,14.83888889,0.93,11.27,310,15.8263,0,1012.05,Mostly cloudy throughout the day.
2016-09-18 04:00:00.000 +0200,NaN,rain,14.77222222,14.77222222,0.93,6.4883,291,15.8263,0,1012.15,Mostly cloudy throughout the day.
2016-09-18 05:00:00.000 +0200,Mostly Cloudy,rain,14.87222222,14.87222222,0.93,3.7191,330,14.9569,0,1012.1,Mostly cloudy throughout the day.
2016-09-18 06:00:00.000 +0200,Mostly Cloudy,rain,14.26111111,14.26111111,0.93,6.1502,330,15.6492,0,1011.95,Mostly cloudy throughout the day.
2016-09-18 07:00:00.000 +0200,Mostly Cloudy,rain,13.70555556,13.70555556,0.93,1.61,320,15.8263,0,1012.25,Mostly cloudy throughout the day.
2016-09-18 08:00:00.000 +0200,Partly Cloudy,rain,16.01666667,16.01666667,0.88,4.8944,321,14.9569,0,1012.51,Mostly cloudy throughout the day.
2016-09-18 09:00:00.000 +0200,Mostly Cloudy,rain,20.76666667,20.76666667,0.64,1.6744,351,16.1,0,1012.05,Mostly cloudy throughout the day.
2016-09-18 10:00:00.000 +0200,Mostly Cloudy,rain,21.9,21.9,0.56,9.3541,312,16.1,0,1012.17,Mostly cloudy throughout the day.
2016-09-18 11:00:00.000 +0200,Mostly Cloudy,rain,23.49444444,23.49444444,0.55,6.9391,310,15.5526,0,1011.99,Mostly cloudy throughout the day.
2016-09-18 12:00:00.000 +0200,Mostly Cloudy,rain,23.81666667,23.81666667,0.49,8.8228,263,9.982,0,1011.64,Mostly cloudy throughout the day.
2016-09-18 13:00:00.000 +0200,Mostly Cloudy,rain,24.92777778,24.92777778,0.45,8.8872,263,9.982,0,1011.53,Mostly cloudy throughout the day.
2016-09-18 14:00:00.000 +0200,Mostly Cloudy,rain,25.9,25.9,0.4,10.3523,262,10.2557,0,1011.14,Mostly cloudy throughout the day.
2016-09-18 15:00:00.000 +0200,Mostly Cloudy,rain,25.84444444,25.84444444,0.4,10.1913,283,10.5777,0,1010.76,Mostly cloudy throughout the day.
2016-09-18 16:00:00.000 +0200,Mostly Cloudy,rain,24.95,24.95,0.45,2.898,258,16.1,0,1010.24,Mostly cloudy throughout the day.
2016-09-18 17:00:00.000 +0200,Mostly Cloudy,rain,24.77222222,24.77222222,0.43,8.3559,294,15.5526,0,1009.81,Mostly cloudy throughout the day.
2016-09-18 18:00:00.000 +0200,Mostly Cloudy,rain,23.75,23.75,0.49,4.83,313,16.1,0,1009.45,Mostly cloudy throughout the day.
2016-09-18 19:00:00.000 +0200,Mostly Cloudy,rain,21.96111111,21.96111111,0.56,8.05,340,16.1,0,1009.38,Mostly cloudy throughout the day.
2016-09-18 20:00:00.000 +0200,Mostly Cloudy,rain,21.73888889,21.73888889,0.6,7.4543,0,15.5526,0,1009.44,Mostly cloudy throughout the day.
2016-09-18 21:00:00.000 +0200,Mostly Cloudy,rain,20.81111111,20.81111111,0.61,9.1126,20,16.1,0,1009.65,Mostly cloudy throughout the day.
2016-09-18 22:00:00.000 +0200,Overcast,rain,20.23333333,20.23333333,0.63,10.8031,30,16.1,0,1009.56,Mostly cloudy throughout the day.
2016-09-18 23:00:00.000 +0200,Overcast,rain,20.17777778,20.17777778,0.63,10.4167,21,15.1823,0,1009.43,Mostly cloudy throughout the day.
2016-09-19 00:00:00.000 +0200,Overcast,rain,19.83333333,19.83333333,0.64,12.1877,351,10.2557,0,1009.15,Overcast throughout the day.
2016-09-19 01:00:00.000 +0200,Overcast,rain,18.81666667,18.81666667,0.75,6.0536,343,15.1823,0,1009.05,Overcast throughout the day.
2016-09-19 02:00:00.000 +0200,Overcast,rain,17.63888889,17.63888889,0.84,5.796,16,15.1823,0,1008.55,Overcast throughout the day.
2016-09-19 03:00:00.000 +0200,Overcast,rain,17.10555556,17.10555556,0.9,3.2039,299,16.1,0,1008.16,Overcast throughout the day.
2016-09-19 04:00:00.000 +0200,Overcast,rain,17.08333333,17.08333333,0.9,3.3166,315,16.1,0,1007.67,Overcast throughout the day.
2016-09-19 05:00:00.000 +0200,Overcast,rain,16.65,16.65,0.92,6.5688,315,15.1823,0,1007.6,Overcast throughout the day.
2016-09-19 06:00:00.000 +0200,Overcast,rain,16.01666667,16.01666667,0.93,10.8353,322,10.2557,0,1006.89,Overcast throughout the day.
2016-09-19 07:00:00.000 +0200,Overcast,rain,16.06111111,16.06111111,0.93,9.2092,332,10.2557,0,1006.48,Overcast throughout the day.
2016-09-19 08:00:00.000 +0200,Overcast,rain,16.05555556,16.05555556,0.93,9.0321,310,9.8854,0,1006.4,Overcast throughout the day.
2016-09-19 09:00:00.000 +0200,Overcast,rain,16.18333333,16.18333333,0.93,10.2235,294,10.2557,0,1006.36,Overcast throughout the day.
2016-09-19 10:00:00.000 +0200,Overcast,rain,17.27222222,17.27222222,0.92,10.6743,323,16.1,0,1006.36,Overcast throughout the day.
2016-09-19 11:00:00.000 +0200,Overcast,rain,17.61111111,17.61111111,0.91,9.7888,327,9.0965,0,1006.64,Overcast throughout the day.
2016-09-19 12:00:00.000 +0200,Overcast,rain,17.32222222,17.32222222,0.92,5.0876,12,8.1305,0,1006.55,Overcast throughout the day.
2016-09-19 13:00:00.000 +0200,Overcast,rain,17.82777778,17.82777778,0.96,10.304,353,8.1305,0,1006.27,Overcast throughout the day.
2016-09-19 14:00:00.000 +0200,Overcast,rain,18.54444444,18.54444444,0.92,7.7119,352,7.7602,0,1006.03,Overcast throughout the day.
2016-09-19 15:00:00.000 +0200,Overcast,rain,18.8,18.8,0.85,9.5473,329,9.982,0,1005.57,Overcast throughout the day.
2016-09-19 16:00:00.000 +0200,Mostly Cloudy,rain,18.8,18.8,0.9,11.0124,329,9.982,0,1005.29,Overcast throughout the day.
2016-09-19 17:00:00.000 +0200,Mostly Cloudy,rain,17.25555556,17.25555556,0.94,8.3398,127,4.8139,0,1005.27,NaN
2016-09-19 18:00:00.000 +0200,Overcast,rain,17.68888889,17.68888889,0.97,11.1573,342,8.05,0,1004.8,Overcast throughout the day.
2016-09-19 19:00:00.000 +0200,Overcast,rain,17.68888889,17.68888889,0.97,12.1716,312,6.2951,0,1004.99,Overcast throughout the day.
2016-09-19 20:00:00.000 +0200,Overcast,rain,17.10555556,17.10555556,0.94,9.2414,276,5.152,0,1005.26,Overcast throughout the day.
2016-09-19 21:00:00.000 +0200,Overcast,rain,17.08333333,17.08333333,0.93,14.0714,29,7.1323,0,1005.43,Overcast throughout the day.
2016-09-19 22:00:00.000 +0200,Overcast,rain,16.55,16.55,0.97,13.7977,1,9.8049,0,1005.54,Overcast throughout the day.
2016-09-19 23:00:00.000 +0200,Overcast,rain,16.47777778,16.47777778,0.94,16.3093,0,9.9015,0,1005.72,Overcast throughout the day.
2016-09-02 00:00:00.000 +0200,Clear,rain,14.86111111,14.86111111,0.76,0.1449,300,16.1,0,1020.15,Partly cloudy starting in the morning.
2016-09-02 01:00:00.000 +0200,Clear,rain,14.37777778,14.37777778,0.78,0.1449,300,16.1,0,1020.05,Partly cloudy starting in the morning.
2016-09-02 02:00:00.000 +0200,Clear,rain,13.40555556,13.40555556,0.81,0.5313,328,15.1823,0,1019.89,Partly cloudy starting in the morning.
2016-09-02 03:00:00.000 +0200,Clear,rain,12.73333333,12.73333333,0.81,0.3542,310,16.1,0,1019.75,Partly cloudy starting in the morning.
2016-09-02 04:00:00.000 +0200,Clear,rain,12.2,12.2,0.81,8.05,290,16.1,0,1019.55,Partly cloudy starting in the morning.
2016-09-02 05:00:00.000 +0200,Clear,rain,11.92777778,11.92777778,0.84,0.3059,317,15.1823,0,1019.47,Partly cloudy starting in the morning.
2016-09-02 06:00:00.000 +0200,Partly Cloudy,rain,11.13888889,11.13888889,0.86,0,0,16.1,0,1019.73,Partly cloudy starting in the morning.
2016-09-02 07:00:00.000 +0200,Partly Cloudy,rain,14.82222222,14.82222222,0.79,0,0,16.1,0,1019.74,Partly cloudy starting in the morning.
2016-09-02 08:00:00.000 +0200,Partly Cloudy,rain,18.45555556,18.45555556,0.68,3.2039,316,15.1823,0,1019.75,Partly cloudy starting in the morning.
2016-09-02 09:00:00.000 +0200,Partly Cloudy,rain,22.66666667,22.66666667,0.52,0.1449,40,16.1,0,1019.73,Partly cloudy starting in the morning.
2016-09-02 10:00:00.000 +0200,Partly Cloudy,rain,24.93333333,24.93333333,0.43,1.6905,16,16.1,0,1019.83,Partly cloudy starting in the morning.
2016-09-02 11:00:00.000 +0200,Partly Cloudy,rain,26.88333333,26.66111111,0.37,4.2021,305,15.5526,0,1019.76,Partly cloudy starting in the morning.
2016-09-02 12:00:00.000 +0200,Partly Cloudy,rain,27.73333333,27.06666667,0.33,6.9874,221,16.1,0,1019.22,Partly cloudy starting in the morning.
2016-09-02 13:00:00.000 +0200,Partly Cloudy,rain,27.75555556,27.07777778,0.33,7.7763,313,16.1,0,1018.73,Partly cloudy starting in the morning.
2016-09-02 14:00:00.000 +0200,Partly Cloudy,rain,28.66666667,27.57777778,0.3,4.7173,349,10.5777,0,1018.37,Partly cloudy starting in the morning.
2016-09-02 15:00:00.000 +0200,Partly Cloudy,rain,28.91111111,27.76666667,0.29,9.0804,29,16.1,0,1017.64,Partly cloudy starting in the morning.
2016-09-02 16:00:00.000 +0200,Partly Cloudy,rain,28.86111111,27.62777778,0.27,10.7548,7,16.1,0,1017.52,Partly cloudy starting in the morning.
2016-09-02 17:00:00.000 +0200,Partly Cloudy,rain,28.70555556,27.52222222,0.28,8.9033,342,15.5526,0,1017.33,Partly cloudy starting in the morning.
2016-09-02 18:00:00.000 +0200,Partly Cloudy,rain,27.77777778,26.87777778,0.29,4.8139,331,NaN,0,1017.13,Partly cloudy starting in the morning.
2016-09-02 19:00:00.000 +0200,Partly Cloudy,rain,23.90555556,23.90555556,0.42,7.7924,321,16.1,0,1016.94,Partly cloudy starting in the morning.
2016-09-02 20:00:00.000 +0200,Partly Cloudy,rain,20.37222222,20.37222222,0.56,3.1556,322,15.5526,0,1017.46,Partly cloudy starting in the morning.
2016-09-02 21:00:00.000 +0200,Partly Cloudy,rain,17.77777778,17.77777778,0.66,3.0912,340,16.1,0,1017.95,Partly cloudy starting in the morning.
2016-09-02 22:00:00.000 +0200,Partly Cloudy,rain,18.22222222,18.22222222,0.64,6.1663,20,16.1,0,1018.25,Partly cloudy starting in the morning.
2016-09-02 23:00:00.000 +0200,Partly Cloudy,rain,17.12222222,17.12222222,0.69,3.4132,5,15.1823,0,1018.58,Partly cloudy starting in the morning.
2016-09-20 00:00:00.000 +0200,Overcast,rain,16.03888889,16.03888889,0.93,17.1787,10,9.9015,0,1006.02,Mostly cloudy throughout the day.
2016-09-20 01:00:00.000 +0200,Overcast,rain,16.03888889,16.03888889,0.93,16.9211,351,11.8979,0,1006.13,Mostly cloudy throughout the day.
2016-09-20 02:00:00.000 +0200,Overcast,rain,15.40555556,15.40555556,0.94,16.9211,350,6.6976,0,1006.41,Mostly cloudy throughout the day.
2016-09-20 03:00:00.000 +0200,Overcast,rain,14.42222222,14.42222222,0.96,16.8406,350,4.1699,0,1006.53,Mostly cloudy throughout the day.
2016-09-20 04:00:00.000 +0200,Overcast,rain,14.42222222,14.42222222,0.93,16.8406,339,4.1699,0,1006.73,Mostly cloudy throughout the day.
2016-09-20 05:00:00.000 +0200,Mostly Cloudy,rain,14.35555556,14.35555556,0.91,16.8406,342,9.982,0,1007.15,Mostly cloudy throughout the day.
2016-09-20 06:00:00.000 +0200,Mostly Cloudy,rain,13.83888889,13.83888889,0.9,16.9694,339,9.982,0,1007.35,Mostly cloudy throughout the day.
2016-09-20 07:00:00.000 +0200,Mostly Cloudy,rain,13.81666667,13.81666667,0.9,16.9694,330,9.982,0,1007.94,Mostly cloudy throughout the day.
2016-09-20 08:00:00.000 +0200,Partly Cloudy,rain,13.92777778,13.92777778,0.84,20.5275,340,10.1752,0,1008.52,Mostly cloudy throughout the day.
2016-09-20 09:00:00.000 +0200,Mostly Cloudy,rain,16.04444444,16.04444444,0.72,26.2913,350,16.1,0,1008.74,Mostly cloudy throughout the day.
2016-09-20 10:00:00.000 +0200,Partly Cloudy,rain,17.2,17.2,0.63,25.116,0,9.982,0,1009.32,Mostly cloudy throughout the day.
2016-09-20 11:00:00.000 +0200,Partly Cloudy,rain,17.27777778,17.27777778,0.7,24.1661,1,10.3523,0,1010.12,Mostly cloudy throughout the day.
2016-09-20 12:00:00.000 +0200,Mostly Cloudy,rain,18.81666667,18.81666667,0.67,21.9604,0,9.982,0,1010.3,Mostly cloudy throughout the day.
2016-09-20 13:00:00.000 +0200,Mostly Cloudy,rain,18.86666667,18.86666667,0.56,21.8316,353,10.2557,0,1010.49,Mostly cloudy throughout the day.
2016-09-20 14:00:00.000 +0200,Mostly Cloudy,rain,18.98888889,18.98888889,0.59,21.9926,343,10.5777,0,1010.66,Mostly cloudy throughout the day.
2016-09-20 15:00:00.000 +0200,Mostly Cloudy,rain,18.98333333,18.98333333,0.56,20.0445,341,10.2557,0,1010.88,Mostly cloudy throughout the day.
2016-09-20 16:00:00.000 +0200,Mostly Cloudy,rain,18.84444444,18.84444444,0.56,15.9873,348,10.2557,0,1010.99,Mostly cloudy throughout the day.
2016-09-20 17:00:00.000 +0200,Mostly Cloudy,rain,18.76666667,18.76666667,0.53,14.8603,339,10.5777,0,1011.44,Mostly cloudy throughout the day.
2016-09-20 18:00:00.000 +0200,Mostly Cloudy,rain,17.75555556,17.75555556,0.61,10.626,313,16.1,0,1011.97,Mostly cloudy throughout the day.
2016-09-20 19:00:00.000 +0200,Mostly Cloudy,rain,17.12777778,17.12777778,0.71,13.4757,311,15.8263,0,1012.57,Mostly cloudy throughout the day.
2016-09-20 20:00:00.000 +0200,Mostly Cloudy,rain,16.87222222,16.87222222,0.72,8.6457,10,15.1823,0,1013.33,Mostly cloudy throughout the day.
2016-09-20 21:00:00.000 +0200,Mostly Cloudy,rain,15.85555556,15.85555556,0.57,15.4399,40,16.1,0,1014,Mostly cloudy throughout the day.
2016-09-20 22:00:00.000 +0200,Overcast,rain,14.77222222,14.77222222,0.64,NaN,31,16.1,0,1014.77,Mostly cloudy throughout the day.
2016-09-20 23:00:00.000 +0200,Overcast,rain,12.81111111,12.81111111,0.66,10.7709,31,15.1823,0,1015.32,Mostly cloudy throughout the day.
2016-09-21 00:00:00.000 +0200,Overcast,rain,12.68888889,12.68888889,0.67,10.465,31,15.1823,0,1015.41,Mostly cloudy throughout the day.
2016-09-21 01:00:00.000 +0200,Mostly Cloudy,rain,12.55,12.55,0.67,10.0786,31,15.1984,0,1015.51,Mostly cloudy throughout the day.
2016-09-21 02:00:00.000 +0200,Mostly Cloudy,rain,12.40555556,12.40555556,0.68,9.6439,31,15.2145,0,1015.63,Mostly cloudy throughout the day.
2016-09-21 03:00:00.000 +0200,Mostly Cloudy,rain,12.25,12.25,0.69,9.1609,31,15.2306,0,1015.75,Mostly cloudy throughout the day.
2016-09-21 04:00:00.000 +0200,Mostly Cloudy,rain,12.08888889,12.08888889,0.69,8.6135,30,15.2628,0,1015.89,Mostly cloudy throughout the day.
2016-09-21 05:00:00.000 +0200,Mostly Cloudy,rain,11.91666667,11.91666667,0.7,8.0339,30,15.295,0,1016.03,Mostly cloudy throughout the day.
2016-09-21 06:00:00.000 +0200,Mostly Cloudy,rain,11.73888889,11.73888889,0.71,7.406,30,15.3272,0,1016.19,Mostly cloudy throughout the day.
2016-09-21 07:00:00.000 +0200,Mostly Cloudy,rain,11.55555556,11.55555556,0.72,6.762,30,15.3755,0,1016.35,Mostly cloudy throughout the day.
2016-09-21 08:00:00.000 +0200,Mostly Cloudy,rain,11.37222222,11.37222222,0.73,6.0858,29,15.4238,0,1016.51,Mostly cloudy throughout the day.
2016-09-21 09:00:00.000 +0200,Mostly Cloudy,rain,11.18333333,11.18333333,0.74,5.3935,29,15.456,0,1016.68,Mostly cloudy throughout the day.
2016-09-21 10:00:00.000 +0200,Mostly Cloudy,rain,10.99444444,10.99444444,0.75,4.6851,28,15.5043,0,1016.85,Mostly cloudy throughout the day.
2016-09-21 11:00:00.000 +0200,Mostly Cloudy,rain,10.80555556,10.80555556,0.76,3.9767,27,15.5526,0,1017.03,Mostly cloudy throughout the day.
2016-09-21 12:00:00.000 +0200,Mostly Cloudy,rain,10.62222222,10.62222222,0.77,3.2683,26,15.617,0,1017.2,Mostly cloudy throughout the day.
2016-09-21 13:00:00.000 +0200,Partly Cloudy,rain,10.43888889,10.43888889,0.78,2.5599,24,15.6653,0,1017.37,Mostly cloudy throughout the day.
2016-09-21 14:00:00.000 +0200,Partly Cloudy,rain,10.25555556,10.25555556,0.79,1.8837,20,15.7136,0,1017.54,Mostly cloudy throughout the day.
2016-09-21 15:00:00.000 +0200,Partly Cloudy,rain,10.08333333,10.08333333,0.8,1.2397,12,15.7619,0,1017.71,Mostly cloudy throughout the day.
2016-09-21 16:00:00.000 +0200,Partly Cloudy,rain,9.916666667,9.916666667,0.81,0.6923,348,15.8102,0,1017.87,Mostly cloudy throughout the day.
2016-09-21 17:00:00.000 +0200,Partly Cloudy,rain,9.761111111,9.761111111,0.81,0.5474,288,15.8585,0,1018.02,Mostly cloudy throughout the day.
2016-09-21 18:00:00.000 +0200,Partly Cloudy,rain,9.611111111,9.611111111,0.82,0.9338,250,15.9068,0,1018.17,Mostly cloudy throughout the day.
2016-09-21 19:00:00.000 +0200,Partly Cloudy,rain,9.472222222,9.472222222,0.83,1.4329,239,15.939,0,1018.31,Mostly cloudy throughout the day.
2016-09-21 20:00:00.000 +0200,Partly Cloudy,rain,9.35,9.35,0.84,1.932,234,15.9873,0,1018.44,Mostly cloudy throughout the day.
2016-09-21 21:00:00.000 +0200,Partly Cloudy,rain,9.233333333,9.233333333,0.84,2.3828,232,16.0195,0,1018.56,Mostly cloudy throughout the day.
2016-09-21 22:00:00.000 +0200,Partly Cloudy,rain,9.138888889,9.138888889,0.85,2.8014,231,16.0517,0,1018.67,Mostly cloudy throughout the day.
2016-09-21 23:00:00.000 +0200,Partly Cloudy,rain,9.055555556,9.055555556,0.85,3.1395,231,16.0839,0,1018.76,Mostly cloudy throughout the day.
2016-09-22 00:00:00.000 +0200,Partly Cloudy,rain,8.994444444,8.994444444,0.86,3.4293,231,16.1,0,1018.84,Partly cloudy until evening.
2016-09-22 01:00:00.000 +0200,Mostly Cloudy,rain,10.02777778,10.02777778,0.83,6.3434,297,16.1,0,1018.83,Partly cloudy until evening.
2016-09-22 02:00:00.000 +0200,Mostly Cloudy,rain,NaN,10.52222222,0.84,5.8282,268,15.1823,0,1018.72,Partly cloudy until evening.
2016-09-22 03:00:00.000 +0200,Mostly Cloudy,rain,10.48888889,10.48888889,0.84,3.0751,283,16.1,0,1018.55,Partly cloudy until evening.
2016-09-22 04:00:00.000 +0200,Mostly Cloudy,rain,11.01666667,11.01666667,0.84,2.737,233,15.8263,0,1018.46,Partly cloudy until evening.
2016-09-22 05:00:00.000 +0200,Mostly Cloudy,rain,11.02222222,11.02222222,0.84,4.5241,333,15.1501,0,1018.67,Partly cloudy until evening.
2016-09-22 06:00:00.000 +0200,Mostly Cloudy,rain,11.03888889,11.03888889,0.86,7.5831,261,10.2557,0,1018.58,Partly cloudy until evening.
2016-09-22 07:00:00.000 +0200,Overcast,rain,9.972222222,9.077777778,0.93,7.5831,291,15.134,0,1018.98,Partly cloudy until evening.
2016-09-22 08:00:00.000 +0200,Mostly Cloudy,rain,11.00555556,11.00555556,0.93,4.5402,321,11.914,NaN,1019.56,Partly cloudy until evening.
2016-09-22 09:00:00.000 +0200,Mostly Cloudy,rain,12.75555556,12.75555556,0.83,2.1574,84,10.2557,0,1020.06,Partly cloudy until evening.
2016-09-22 10:00:00.000 +0200,Partly Cloudy,rain,14.97777778,14.97777778,0.78,9.2575,31,9.982,0,1020.66,Partly cloudy until evening.
2016-09-22 11:00:00.000 +0200,Partly Cloudy,rain,14.94444444,14.94444444,0.68,10.9802,55,10.3523,0,1021.07,Partly cloudy until evening.
2016-09-22 12:00:00.000 +0200,Partly Cloudy,rain,15.62222222,15.62222222,0.61,13.5884,40,16.1,0,1021.15,Partly cloudy until evening.
2016-09-22 13:00:00.000 +0200,Partly Cloudy,rain,17.24444444,17.24444444,0.52,10.787,18,10.2557,0,1021.35,Partly cloudy until evening.
